Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
get_back_our_eastern_claim_desc;After the disastrous Wars of the Coalition, our rightful land in the Kingdom of Galicia was stolen by the Polish-Lithuanian Commonwealth. This was a terrible mistake; and now it falls upon us to mend the situation.;;;x
finish_poland_partition_title;Finish the New Partitions of Poland!;;;x
finish_poland_partition_desc;It has become apparent that the lords of Poland are utterly incompetent at administrating their own realm. There is no point in having them keep holding onto land that was once Austrian.;;;x
reintegrate_illiya_title;Reintegrate Illyria;;;x
reintegrate_illiya_desc;After the Wars of the Coalition against Napoleon, we were forced to acknowledge an independent, 'Illyrian' state in Croatia, and therefore, Austrian territory. However, with France losing their power in the region, and our diplomats further accumulating influence, we are able to reintegrate Illyria into our country.;;;x
poland_is_no_more_title;Poland is No More!;;;x
poland_is_no_more_desc;With the Polish-Lithuanian Commonwealth off the map, we can once and for all wipe the pretense of a powerful Union between Poles and Lithuanians;;;x
domination_of_western_mediterranean_see_title;Expand our influence §Gin the western Mediterranean Sea§!;;;x
domination_of_western_mediterranean_see_desc;The withdrawal of the British in the western Mediterranean Sea created a power vacuum in the region and we must be the one to fill it!;;;x
expension_in_southern_italy_title;Expand in Southern Italy;;;x
expension_in_southern_italy_desc;Now that we have secured a hold in Sicily and reestablished ourselves as a regional power, we should expand this influence in southern Italy and seize what was once a part of the glorious Spanish Empire!;;;x
form_iberia_title;Unite §WIberia§!;;;x
form_iberia_desc;Now that we are united with Portugal and that we have reclaimed Catalonia, we can finally claim the union of all Iberians under one flag!;;;x
expand_citizenship1_title;Give citizenship to §Rthe Caraibes§!;;;x
expand_citizenship1_desc;The Caraibes have been a part of Spain since the beginning of the 16th century and it was the place we began our glorious colonial empire from. Now, it's time to make these great islands a part of the Metropolie;;;x
expand_citizenship2_title;Grant citizenship to the Phillipines;;;x
expand_citizenship2_desc;Now that Caraibes has been accepted, let's continue this propagation of citizenship to our last asian colonies, the Phillipines.;;;x
spanish_armada_title;Reestablish the Spanish Armada;;;x
spanish_armada_desc;With the British fleet being divided there's place for the Spanish Armada to reestablish itself as one the strongest fleet in the world;;;x
accept_central_america_title;Acceptance of the Central Americans;;;x
accept_central_america_desc;Now that we have seized Central America, we must keep this population in our country and as a new world nation, the best option is to give them citizenship!;;;x
the_crown_of_Bosnia_title;We reign over the Bosniak crowns!;;;x
the_crown_of_Bosnia_desc;With Bosnia under our rule, we can add another crown to the empire of Austria-Hungary!;;;x
the_reconquest_of_quebec_title;The Reconquest of Quebec;;;x
the_reconquest_of_quebec_desc;Quebec has, for many years, stayed under the control of the English. It is imperative that we take advantage of the current weak state of Canada - let Quebec, and the world, know that we are coming back for what is ours!;;;x
reconquest_of_north_territory_title;Reconquest of Prussia!;;;x
reconquest_of_north_territory_desc;We have reconquered the region of Prussia, a legitimate region of the Polish-Lithuanian Commonwealth!;;;x
unite_poles1_title;The Polish Patriots of Slask;;;x
unite_poles1_desc;We have saved the Poles from the Prussian imperialism in Slask!;;;x
unite_poles2_title;Unite with the Galician Poles!;;;x
unite_poles2_desc;East and West Galician Poles are finally united under the flag of the Polish-Lithuanian Commonwealth, they don't need to fear the Austrian black eagle!;;;x
all_poles_united_title;All Poles are united;;;x
all_poles_united_desc;We have finally ended the partition that begun two centuries ago and reestablished Poland's former glory and borders!;;;x
expand_german_influence_title;Expand our Germanic influence!;;;x
expand_german_influence_desc;The pressure we put on Prussia gave us possibility to expand our influence in Germany;;;x
baltic_influence_title;Expand our influence §Bin the Baltic§!!;;;x
baltic_influence_desc;We have subjugated the Baltics, we should give it's people citizenship to avoid revolts! This will lock you out of accepting other cultures.;;;x
baltic_influence_ZAC_title;Expand our influence §Bin the Baltic§!!;;;x
baltic_influence_ZAC_desc;We have subjugated the Baltics, we should give it's people citizenship to avoid revolts! This will lock you out of accepting Hungarian cultures.;;;x
form_ble_title;Form the §WBaltic Empire§!;;;x
form_ble_desc;We have united the Baltic people under one nation and we are ready to take our place as a great power!;;;x
expand_german_territory_title;Expand our German territory!;;;x
expand_german_territory_desc;We must keep our hold on North Germany and pursuit the domination of the Baltic!;;;x
german_expansion1_title;Continue the German Expansion!;;;x
german_expansion1_desc;Now that we established ourselves as a North German power, we must seek dominance over the whole North German region.;;;x
german_expansion2_title;Continue the German Expansion!;;;x
german_expansion2_desc;Now that we established ourselves as a North German power, we must seek dominance over the whole North German region.;;;x
holstein_ours_title;Holstein is ours!;;;x
holstein_ours_desc;Holstein is a legitime core of the Baltic Empire!;;;x
expand_in_russia_title;Russian expansion!;;;x
expand_in_russia_desc;We have secured the glorious city of St Petersburg and with it, all the trade in the Baltic!;;;x
master_of_baltic_title;We are the Master of the Baltic!;;;x
master_of_baltic_desc;With the control of every Baltic Island, land spanning from Copenhagen to St Petersburg, we have proven ourselves to be the master of the Baltic Sea!;;;x
annex_german_minor_title;Annexation of the North German minors!;;;x
annex_german_minor_desc;We have united all North German people under our flag and many are pressuring their government to join us!;;;x
past_the_rhine_title;Go beyond the Rhine!;;;x
past_the_rhine_desc;We have to save the North Germans that are under the cruel rule of the French Empire!;;;x
lithuanian_question_title;The Lithuanian Question.;;;x
lithuanian_question_desc;We claim to be the Baltic Empire but don't even protect every Baltic culture. It's our destiny to do so and we must protect the Lithuanians!;;;x
acceptance_of_north_german_title;Acceptance of the §gNorth Germanic People§!!;;;x
acceptance_of_north_german_desc;Scandinavia and North Germany often sounds like it's the same place. Now, we're making it official!;;;x
form_nwe_title;We are the Norwegian Empire!;;;x
form_nwe_desc;Since the fall of the Viking North Sea Empire in the 11 century, we were looked at with despise and we even lost our naval supremacy. It's time to show to the world the heritage of the Viking!;;;x
claim_england_title;Claim England!;;;x
claim_england_desc;The North Sea Empire owned England 800 years ago, it's time to claim that land as well and honor our heritage!;;;x
irish_question_title;The Irish Question;;;x
irish_question_desc;We finally have extend our influence to Ireland, it's time to officialise this territory as ours!;;;x
we_are_vikings_title;We are Vikings!;;;x
we_are_vikings_desc;Now that we have restored the Norwegian Empire to it's former glory, we can legitimately declare us as true heirs of the Viking legacy!;;;x
acceptance_of_british_title;Acceptance of the British!;;;x
acceptance_of_british_desc;Now that we have reclaim north England, it's time to give the local population the same rights as the Danes, and integrate them into the glorious Scandinavian Empire!;;;x
acceptance_of_stotland_title;Acceptance of §YScotland§!!;;;x
acceptance_of_stotland_desc;Now that we have reclaim Scotland, it's time to give the local population the same rights as the Danes, and integrate them into the glorious Scandinavian Empire! If we accept Scottish, we lose the ability to accept North German;;;x
accept_slovak_title;Accept §gthe Slovaks§!!;;;x
accept_slovak_desc;It's been long since we have occupied Slovak land and it's time to give them citizenship!;;;x
scotish_acceptance_title;Acceptance of the Scottish!;;;x
scotish_acceptance_desc;With the reconquest of the Scottish state, we give them citizenship, as we did in the past!;;;x
reintegrate_the_rhineland_title;Reintegrate the Rhineland!;;;x
reintegrate_the_rhineland_desc;The Rhineland has always been a part of the The Holy Roman Empire before the Napoleonic wars and we now possess it once more!;;;x
expand_to_italy_title;Expansion in Italy!;;;x
expand_to_italy_desc;North Italy is rightfully a part of the Holy Roman Empire and we have to make sure it stays that way!;;;x
glory_to_hre_title;Glory to the The Holy Roman Empire!;;;x
glory_to_hre_desc;We have united the core territory of the The Holy Roman Empire, it's time to claim all lost land to expand the Empire to it's glorious past borders!;;;x
expand_netherlands_title;Expansion in the Netherlands!;;;x
expand_netherlands_desc;The Netherlands were historically a part of the The Holy Roman Empire and we have finally recovered them!;;;x
expand_switzerland_title;Expansion in Switzerland!;;;x
expand_switzerland_desc;The swiss are once again a part of the Holy Roman Empire like they should have stayed!;;;x
expand_belgium_title;Finish the Expansion in the Lowlands!;;;x
expand_belgium_desc;We have finally recovered the Lowlands, a historical region of the Holy Roman Empire taken by the French during the Revolution!;;;x
expand_slovenia_title;Expansion in Slovenia!;;;x
expand_slovenia_desc;We have recovered the land lost to the Illegitimate Illyrian Duchy!;;;x
form_HRE_title;Form the §YHoly Roman Empire§!!;;;x
form_HRE_desc;In 1806, after the battle of Austerliz and the defeat of the Austrian army, Emperor Francis II dissolved the Holy Roman Empire, making it a relic of the past. We have now recovered the legitimacy to recreate it again and put Austria at the center!;;;x
glory_to_india_title;Glory to India!;;;x
glory_to_india_desc;We have finally united India, it's time to make it's people prosper!;;;x
acceptance_of_the_bengali_title;Acceptance of the Bengali people!;;;x
acceptance_of_the_bengali_desc;We own Bengal and it's time to give it's people citizenship!;;;x
acceptance_of_the_south_title;Acceptance of the south!;;;x
acceptance_of_the_south_desc;We own the south of India, it's time to grant them citizenship!;;;x
declaration_an_mein_volk_title;An Mein Volk!;;;x
declaration_an_mein_volk_desc;  So wenig fur Mein treues Volk, als fur Deutsche, bedarf es einer Rechenschaft uber die Ursachen des Krieges, welcher jetzt beginnt. Klar liegen dem unverblendeten Europa vor Augen. Wir erlagen der Uebermacht Frankreichs. Der Friede, der die Halfte Meiner Unterthanen mit entriss, gab uns seine Segnungen nicht; denn er schlug uns tiefere Wunden als selbst der Krieg. Das Mark des Landes ward ausgesogen, die Hauptfestungen bleiben vom Feinde besetzt, der Ackerbau ward gelahmt, sowie der sonst so hoch gebrachte Kunstfleiss unserer Stadte. Die Freiheit des Handels ward gehemmt und dadurch die Quellen des Erwerbs und des Wohlstandes verstopft. Das Land ward ein Raub der Verarmung. Durch die strengste Erfullung eingegangener Verbindlichkeiten hoffte Ich Meinem Volk Erleichterung zu bereiten, und den franzosischen Kaiser endlich uberzeugen, dass es sein eigener Vortheil sey, Preussen seine Unabhangigkeit zu lassen. Aber Meine reinsten Absichten wurden durch Uebermuth und Treulosigkeit vereitelt, und nur zu deutlich sahen wir, dass des Kaisers Vertrage mehr noch wie seine Kriege uns langsam verderben mussten. Jetzt ist der Augenblick gekommen, wo alle Tauschung yber unsern Zustand aufhort. ? Brandenburger, Preussen, Schlesier, Pommern, Litthauer! Ihr wisst, was Ihr seit fast sieben Jahren erduldet habt; Ihr wisst, was euer trauriges Loos ist, wenn wir den beginnenden Kampf nicht ehrenvoll enden. Erinnert Euch an die Vorzeit, an den grossen Kurfursten, den grossen Friedrich. Bleibt eingedenk der Guter, die unter Ihnen Unsere Vorfahren blutig erkampften: Gewissensfreiheit, Ehre, Unabhangigkeit, Handel, Kunstfleiss und Wissenschaft. ? Gedenkt des grossen Beispiels unserer machtigen Verbundeten, der Russen; gedenkt der Spanier, der Portugiesen. Selbst kleinere Volker sind fur gleiche Guter gegen machtigere Feinde in den Kampf gezogen und haben den Sieg errungen. Erinnert Euch an die heldenmuthigen Schweizer und Niederlander. ? Grosse Opfer werden von allen Standen gefordert werden; denn unser Beginnen ist gross, und nicht geringe die Zahl und die Mittel unserer Feinde. Ihr werdet jene lieber bringen fur das Vaterland, fur Euern angeborenen Konig, als fur einen fremden Herrscher, der, wie so viele Beispiele lehren, Eure Sohne und Eure letzten Krafte Zwecken widmen wurde, die Euch ganz fremd sind. Vertrauen auf Gott, Ausdauer, Muth und der machtige Beistand unserer Bundesgenossen werden unsern redlichen Anstrengungen siegreichen Lohn gewahren. ? Aber, welche Opfer auch von Einzelnen gefordert werden mogen, sie wiegen die heiligen Guter nicht auf, fur die wir sie hingeben, fur die wir streiten und siegen mussen, wenn wir nicht aufhoren wollen, Preussen und Deutsche zu seyn. Es ist der letzte, entscheidende Kampf, den wir bestehen, fur unsere Existenz, unsere Unabhangigkeit, unsern Wohlstand. Keinen andern Ausweg gibt es, als einen ehrenvollen Frieden, oder einen ruhmvollen Untergang. Auch diesem wurdet Ihr getrost entgegen gehen, um der Ehre willen; weil ehrlos der Preusse und der Deutsche nicht zu leben vermag. Allein wir durfen mit Zuversicht vertrauen: Gott und unser fester Wille werden unserer gerechten Sache den Sieg verleihen, mit ihm einen sichern, glorreichen Frieden und die Wiederkehr einer glucklichen Zeit.;;;x
form_iberia_UPB_title;Unite Iberia!;;;x
form_iberia_UPB_desc;Now that we are united with Spain and that we have reclaimed the entire peninsula, we can finally claim the union of all Iberians under one flag!;;;x
reclaim_austria_title;Reclaim Austrian Land!;;;x
reclaim_austria_desc;We have reclaimed true Austrian land that we lost to Bavaria due to Napoleon. Now, nobody can deny our claim again!;;;x
annex_ukraine_title;§BAnnex Ukraine§!!;;;x
annex_ukraine_desc;After the Ukrainian Revolts, we were forced to accept Ukrainian autonomy.. We are now revoking that privilege!;;;x
acceptance_of_ukraine_title;Acceptance of §BUkrainians§!!;;;x
acceptance_of_ukraine_desc;We should give citizenship to the Ukrainian people, they are now a part of our country and should be able to live as true citizens!;;;x
acceptance_of_belarus_title;Acceptance of §BByelorussians§!!;;;x
acceptance_of_belarus_desc;We should give citizenship to the Byelorussian people, they are now a part of our country and should be able to live as true citizens!;;;x
form_burgundy_title;Form the §gKingdom of Burgundy§!!;;;x
form_burgundy_desc;After hundreds of years of Burgundian servitude under foreign rulers, we, the true successors of Burgundy, have restored our freedom and put a King on the throne.;;;x
give_ukraine_to_poland_title;Give Ukraine to Poland!;;;x
give_ukraine_to_poland_desc;Even if we have claimed Ukraine for centuries, we have to accept the new reality and make peace with Poland. Ukraine is unstable and will never be Russian. However, this does open new expansion route...;;;x
form_anglo_dutch_title;Unite the §REnglish and Dutch people!§!;;;x
form_anglo_dutch_desc;Even though our people have long been seperated, there is a great bond between us. The only way to solidify this bond is to unite the two countries into a great Union.;;;x
acceptance_of_steppe1_title;Acceptance of §Ythe southern tribes§!!;;;x
acceptance_of_steppe1_desc;After invading our homes centuries ago, nomadic tribes settled down in Caucasia. Now , we rule over them but instead of showing them cruelty for the crimes they commited centuries ago, may be it's time to make peace with them and accept them as a part of our Empire! This will lock you out of accepting other cultures.;;;x
acceptance_of_steppe2_title;Acceptance of §Ythe eastern tribes§!!;;;x
acceptance_of_steppe2_desc;The Eastern tribes have always been a problem to ous, but when they collapsed 400 years ago, we didn't stop expanding east. It's time now to accept them as part of our Empire! This will lock you out of accepting other cultures.;;;x
southern_expansion_title;Push to §Ythe south§!!;;;x
southern_expansion_desc;Since Peter the Great, we're looking to get access to warm water. We had Sevastopol in Crimea, but now we have the Persian ports. However, they will never be ours if the local population isn't accepted and doesn't feel like a part of our empire. That's why we should accept them! This will lock you out of accepting other cultures.;;;x
form_zachadia_title;Form Zachadia!;;;x
form_zachadia_desc;We have finally united all western slavs, it's time to form the glorious kingdom of Zapadoslavia!;;;x
hungarian_subjugation_title;§RHungarian Subjugation§!!;;;x
hungarian_subjugation_desc;We should accept the hungarian people, they too have suffered in the hands of the Austrians! This will lock you out of accepting the Baltic people;;;x
form_usga_title;Form the United States of Greater Austria!;;;x
form_usga_desc;With German and Hungarian population representing only half of the population of our country, it's time to put aside our hate toward the minorities and accept them as a full part of our empire!;;;x
reclaim_constantinople_title;Reclaim Constantinople!;;;x
reclaim_constantinople_desc;We should reclaim the holy city of Constantinople, a city that once shined over all Europe for it's art, technology and was the center of trade in Eastern Europe.;;;x
reform_byzantinium_title;Reform Byzantium!;;;x
reform_byzantinium_desc;The once fallen Byzantine empire is back on it's feet, ready to shine once more!;;;x
rejoice_with_bulgar_title;Accept the Bulgar people;;;x
rejoice_with_bulgar_desc;Bulgaria was almost always a part of the Byzantine empire and it's people, orthodox like us were citizens. We should give them that citizenship back!;;;x
rejoice_with_albanian_title;Accept the Albanian people;;;x
rejoice_with_albanian_desc;Albania was almost always a part of the Byzantine empire and it's people, orthodox like us were citizens. We should give them that citizenship back!;;;x
double_down_in_the_balkans_BYZ_title;Double down in the Balkans;;;x
double_down_in_the_balkans_BYZ_desc;We should continue our conquest of the Balkans and pacify this region by accepting it's people into our empire, granting them privileges and respect!;;;x
the_conquest_of_southern_italy_title;The conquest of §GSouthern Italy§!;;;x
the_conquest_of_southern_italy_desc;Italy was always a part of the Byzantine Empire and its people were as well. We should make sure that it's the case once more!;;;x
the_conquest_of_anatolia_title;The conquest of §RAnatolia§!;;;x
the_conquest_of_anatolia_desc;Even if the Turks have been our ennemies for 800 years, we should not repeat the same mistakes and move forward by accepting those people in our empire!;;;x
the_christian_kingdom_title;The Eastern Christian Kingdoms;;;x
the_christian_kingdom_desc;The Eastern christian kingdoms known as Georgia and Armenia should be again a part of our empire and their people accepted!;;;x
the_pentarchy_title;We have united the Pentarchy;;;x
the_pentarchy_desc;After a millenia of differences with werstern christianity, we have finally reunited all 5 holy sites of Christianity, putting the Orthodox faith above all others!;;;x
anatolia_reconquered_title;Anatolia reconquered;;;x
anatolia_reconquered_desc;After centuries, we have finally reconquered Anatolia, a land that was taken from us by the Seljuks, that we tried so hard to reconquer. Now we can rejoice!;;;x
levant_reconquered_title;Levant reconquered;;;x
levant_reconquered_desc;After centuries, we have finally reconquered the Levant, a land that was taken from us by the Arabs in the 7th century and that we never saw again. Now we can rejoice!;;;x
north_africa_reconquered_title;North Africa reconquered;;;x
north_africa_reconquered_desc;After centuries, we have finally reconquered North Africa, a land that was taken from us by the Arabs in the 7th century and that we never saw again. Now we can rejoice!;;;x
south_italy_reconquered_title;South Italy reconquered;;;x
south_italy_reconquered_desc;After centuries, we have finally reconquered South Italy, a land that was taken from us in 1071 by Normans warlord and that we never saw again. Now we can rejoice!;;;x
balkans_reconquered_title;Balkans reconquered;;;x
balkans_reconquered_desc;After centuries, we have finally reconquered the Balkans, a land that we lost during successive wars against Hordes, Catholic kingdoms like Hungary or the 4th Crusade and finally, the Ottomans. We tried hard to get that land back but now we can rejoice!;;;x
accept_bulgar_title;Accept Bulgars;;;x
accept_bulgar_desc;We should accept our southern brethen, they were subjugated by the Ottomans like us and we should unite with them!;;;x
accept_hungarian_title;Accept Hungarians;;;x
accept_hungarian_desc;We should accept our western brethens, they were subjugated by Austria like us and we should unite with them!;;;x
romania_united_title;Romania United;;;x
romania_united_desc;We have united Romania, it's time to work on interior policy!;;;x
north_italy_reconquered_title;North Italy reconquered;;;x
north_italy_reconquered_desc;After centuries, we have finally reconquered North Italy, a land that was taken from us by the barbaric tribes in the 5th century and that we conquered once more during the reign of Justinian, in the 6th century. After that we never saw this terrotiry again. Now we can rejoice!;;;x
east_roman_united_title;Eastern Roman Empire United;;;x
east_roman_united_desc;We have finally united the whole eastern roman empire once again and we should make sure that it will never fall under foreigner again!;;;x
spain_south_america_title;The Spanish Reconquista;;;x
spain_south_america_desc;Due to the incompetency of the previous rulers of Spain, we lost control over South America. However, we are not like the previous rulers. We will surpass them, we will go even further beyond.;;;x
spain_rio_de_la_plata_title;El Virreinato del Rio de la Plata;;;x
spain_rio_de_la_plata_desc;With a considerable foothold in South America established, we are able to exert much more influence on the continent - let the Reconquista continue!;;;x
spain_southern_cone_title;The Rest of the Cone;;;x
spain_southern_cone_desc;With the main rebel state, Argentina, destroyed and transformed into a viceroyalty, there's nothing left to do but clean up the rest of the Southern Cone.;;;x
iberia_brazil_title;Reconquista de Brasil;;;x
iberia_brazil_desc;We're in the process of regaining Spanish lost land in the New World... Wouldn't it be logical, with the Kingdom of Portugal in our Empire, to also recover Portuguese land?;;;x
ARA_caliphate_title;The Caliphate;;;x
ARA_caliphate_desc;Proclaiming a united Arab nation is not enough. We must reach for claims that our forefathers held, and become a truly powerful Caliphate.;;;x
ARA_south_italy_cores_title;Arab §GSouth Italy§!?;;;x
ARA_south_italy_cores_desc;Many, many years ago, Arab kingdoms owned large parts of South Italy... As the Arabian Nation, should we not go back for 'Iitalia?;;;x
ARA_south_italy_culture_title;The South Italians of Arabia;;;x
ARA_south_italy_culture_desc;We have conquered the Kingdom of Naples, and the locals are proving to be cooperative. What if we... gave them autonomy and treated them the same as Arabs?;;;x
ARA_iberia_cores_title;Reclaim §YAybiria§!!;;;x
ARA_iberia_cores_desc;Six hundred years ago, the Almohad Caliphate was the indisputed ruler of Iberia. That all changed when the Christians of Castile, Navarra and Aragon drove the Caliphate out. Six hundred years of humiliation... will end.;;;x
ARA_iberia_culture_title;Arab 'Iisbania?;;;x
ARA_iberia_culture_desc;We have reconquered most of Iberia, and the Spanish locals are proving to be cooperative. What if we... gave them autonomy and treated them the same as Arabs?;;;x
take_peru_title;Take Peru!;;;x
take_peru_desc;Peru, although quite culturally different from Argentina, is still closely related to us by virtue of being a fellow former Spanish colony. It only makes sense to bring them into our fold.;;;x
ARG_andean_accepted_title;Throw away our differences!;;;x
