Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
land_reform_two;Title and Deed system;;;;Sistema de título y escritura;;;;;;;;x
mechanized_farming_equipment_desc;Traditional methods of harvest are slowly being discarded as new, mechanical inventions are being produced. These will greatly speed up a farm's harvest, and allow the individual farm to cover much greater area than ever before.;;;;Los métodos tradicionales de cosecha se están descartando lentamente a medida que se producen nuevos inventos mecánicos. Estos acelerarán en gran medida la cosecha de una granja y permitirán que la granja individual cubra un área mucho mayor que nunca.;;;;;;;;x
mechanised_plantations;Mechanized Plantations;;;;Plantaciones Mecanizadas;;;;;;;;x
mechanised_plantations_desc;The introduction of mechanization to plantations allowed for harvesting to occur more rapidly, and for far more land to be manageable by the individual farmer. This freed up a great deal of labor, and led to the growth of urban centers.;;;;La introducción de la mecanización en las plantaciones permitió que la cosecha se produjera más rápidamente y que el agricultor individual pudiera manejar mucha más tierra. Esto liberó una gran cantidad de mano de obra y condujo al crecimiento de los centros urbanos.;;;;;;;;x
traction_engines;Traction Engines;;;;Motores de tracción;;;;;;;;x
traction_engines_desc;The traction engine is a self-propelled steam engine. Developed in the mid-nineteenth century, they were slow, heavy, and not very manouverable. However, they provided a clear revolution in road haulage of agricultural and forest products, replacing draught animals as the primary movers. Traction engines also could be used to provide a localized power source, and smaller versions were later produced that could plough fields without sinking into the soil.;;;;El motor de tracción es una máquina de vapor autopropulsada. Desarrollados a mediados del siglo XIX, eran lentos, pesados ??y poco maniobrables. Sin embargo, supusieron una clara revolución en el transporte por carretera de productos agrícolas y forestales, reemplazando a los animales de tiro como principales motores. Los motores de tracción también podrían usarse para proporcionar una fuente de energía localizada, y más tarde se produjeron versiones más peque?as que podían arar los campos sin hundirse en el suelo.;;;;;;;;x
industrial_farming;Industrial Farming;;;;agricultura industrial;;;;;;;;x
industrial_farming_desc;The notion of a farm being the province of a single family or landowner is slowly becoming a thing of the past. The production of food is an industry, and the cost of farm machinery simply beyond the means of many. Large businesses are stepping in, creating industrial farms that are more akin to factories than anything else.;;;;La noción de que una granja es propiedad de una sola familia o terrateniente se está convirtiendo lentamente en una cosa del pasado. La producción de alimentos es una industria, y el costo de la maquinaria agrícola simplemente está más allá del alcance de muchos. Las grandes empresas están interviniendo, creando granjas industriales que se parecen más a las fábricas que a cualquier otra cosa.;;;;;;;;x
industrial_livestock_husbandry;Industrial Livestock Husbandry;;;;Ganadería Industrial;;;;;;;;x
industrial_livestock_husbandry_desc;The old ways of ranching and livestock raising have become inadequate to supply the growing population. Large businesses are stepping in, creating large-scale operations that are more akin to factories than anything else.;;;;Las antiguas formas de ganadería y ganadería se han vuelto inadecuadas para abastecer a la creciente población. Las grandes empresas están interviniendo, creando operaciones a gran escala que se parecen más a las fábricas que a cualquier otra cosa.;;;;;;;;x
tree_plantations;Tree Plantations;;;;Plantaciones de árboles;;;;;;;;x
tree_plantations_desc;The development of plantations specifically created for tree harvesting reduced the reliance on naturally-occurring forests for exploitation.;;;;El desarrollo de plantaciones creadas específicamente para la cosecha de árboles redujo la dependencia de los bosques naturales para la explotación.;;;;;;;;x
mechanized_wells;Mechanized Oil Wells;;;;Pozos petroleros mecanizados;;;;;;;;x
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;La capacidad de bombear petróleo desde el suelo a través de maquinaria automatizada ha aumentado considerablemente la capacidad del pozo individual. La producción ya ha comenzado a dispararse.;;;;;;;;x
advanced_drilling_techniques;Advanced Drilling Techniques;;;;Técnicas Avanzadas de Perforación;;;;;;;;x
advanced_drilling_techniques_desc;New methods of pumping oil from the ground are becoming available, meaning that oil can be harvested in a far more efficient manner.;;;;Están disponibles nuevos métodos para extraer petróleo del suelo, lo que significa que el petróleo se puede recolectar de una manera mucho más eficiente.;;;;;;;;x
brixham_trawlers;Brixham Trawlers;;;;Arrastreros de Brixham;;;;;;;;x
brixham_trawlers_desc;Named for the British town where they were developed and built, Brixham Trawlers represented a giant leap forward in the design of fishing vessels. A wooden sailing ship made for deep-sea fishing, its sleek design and tall rigging gave it great speed. Brixham fishermen could travel to the fishing grounds and back in record time. This allowed them to make a bigger catch and bring it to market faster. The design was copied all over the world.;;;;Llamados así por la ciudad británica donde se desarrollaron y construyeron, Brixham Trawlers representó un gran paso adelante en el dise?o de embarcaciones pesqueras. Un velero de madera hecho para la pesca en alta mar, su dise?o elegante y sus altos aparejos le otorgaban una gran velocidad. Los pescadores de Brixham podrían viajar a los caladeros y regresar en un tiempo récord. Esto les permitió hacer una captura más grande y llevarla al mercado más rápido. El dise?o fue copiado en todo el mundo.;;;;;;;;x
coal_powered_fishing_trawlers;Coal Powered Fishing Trawlers;;;;Arrastreros de pesca a carbón;;;;;;;;x
coal_powered_fishing_trawlers_desc;As coal became the engine of industrialization, its use became more and more predominant at sea as well.;;;;A medida que el carbón se convirtió en el motor de la industrialización, su uso se volvió cada vez más predominante también en el mar.;;;;;;;;x
turbine_driven_trawlers;Turbine Driven Trawlers;;;;Arrastreros impulsados ??por turbinas;;;;;;;;x
turbine_driven_trawlers_desc;With new turbines added to trawlers across the country, who needs actual fishermen?;;;;Con las nuevas turbinas agregadas a los arrastreros en todo el país, ?quién necesita pescadores reales?;;;;;;;;x
oil_powered_fishing_trawlers;Oil Powered Fishing Trawlers;;;;Arrastreros de pesca de petróleo;;;;;;;;x
oil_powered_fishing_trawlers_desc;Blue Water fishing fleets followed the merchant marines and navies of the world in transitioning from coal to oil for fueling.;;;;Las flotas pesqueras de Blue Water siguieron a las marinas mercantes y armadas del mundo en la transición del carbón al petróleo como combustible.;;;;;;;;x
zacherlin;Zacherlin;;;;Zacherlin;;;;;;;;x
zacherlin_desc;Zacherlin is an industrial pesticide first mass-produced in Austria by Johann Zacherl around 1855. Its formula was based on a centuries-old process from the Middle East for extracting a natural insecticide from the dried head of the flower Chrysanthenum cinerariifolum.;;;;Zacherlin es un pesticida industrial producido en masa por primera vez en Austria por Johann Zacherl alrededor de 1855. Su fórmula se basó en un proceso centenario del Medio Oriente para extraer un insecticida natural de la cabeza seca de la flor Chrysanthenum cinerariifolum.;;;;;;;;x
rotenone;Rotenone;;;;rotenona;;;;;;;;x
rotenone_desc;Rotenone is an odourless chemical which is naturally derived from several species of tropical and subtropical plants. It was first isolated in 1895 by the French Botanist Emmanuel Geoffroy. It became a key component in many industrial insecticides and pesticides.;;;;La rotenona es un químico inodoro que se deriva naturalmente de varias especies de plantas tropicales y subtropicales. Fue aislado por primera vez en 1895 por el botánico francés Emmanuel Geoffroy. Se convirtió en un componente clave en muchos insecticidas y pesticidas industriales.;;;;;;;;x
ddt;DDT;;;;DDT;;;;;;;;x
ddt_desc;Short-form for dichlorodiphenyltrichloroethane, DDT was first synthesized in the early 1870s. Its insecticidal and pesticidal properties were realized in the first half of the twentieth century, when their industrial production and use skyrocketed.;;;;Forma abreviada de diclorodifeniltricloroetano, el DDT se sintetizó por primera vez a principios de la década de 1870. Sus propiedades insecticidas y plaguicidas se dieron cuenta en la primera mitad del siglo XX, cuando se disparó su producción y uso industrial.;;;;;;;;x
alite;Alite;;;;Alita;;;;;;;;x
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;Alite es un nombre para el silicato tricálcico. Es la fase mineral principal y característica del cemento Portland.;;;;;;;;x
portland_cement;Portland Cement;;;;Cemento Portland;;;;;;;;x
portland_cement_desc;Portland cement is the most common type of cement in general use around the world because it is a basic ingredient of concrete, mortar, stucco and most non-specialty grout.;;;;El cemento Portland es el tipo de cemento más común de uso general en todo el mundo porque es un ingrediente básico del hormigón, el mortero, el estuco y la mayoría de las lechadas no especiales.;;;;;;;;x
mechanized_sawmills;Mechanized Sawmills;;;;Aserraderos Mecanizados;;;;;;;;x
mechanized_sawmills_desc;The introduction of steam power to the operations of sawmills allowed for a greater level of mechanization. Mills could be located far from water with the addition of rail connections. Mechanized Sawmills saw greater efficiency as the scrap waste from lumber production could be used to fuel the boilers. Increased factory costs came with the gains in efficiency however.;;;;La introducción de la energía de vapor en las operaciones de los aserraderos permitió un mayor nivel de mecanización. Los molinos podrían ubicarse lejos del agua con la adición de conexiones ferroviarias. Los aserraderos mecanizados vieron una mayor eficiencia ya que los desechos de la producción de madera podían usarse para alimentar las calderas. Sin embargo, el aumento de los costos de fábrica vino con las ganancias en eficiencia.;;;;;;;;x
diode;Diodes;;;;diodos;;;;;;;;x
diode_desc;In electronics, a diode is a two-terminal electronic component with asymmetric transfer characteristic, with low (ideally zero) resistance to current flow in one direction, and high (ideally infinite) resistance in the other. Diodes were the first semiconductor electronic devices.;;;;En electrónica, un diodo es un componente electrónico de dos terminales con característica de transferencia asimétrica, con baja (idealmente cero) resistencia al flujo de corriente en una dirección y alta (idealmente infinita) resistencia en la otra. Los diodos fueron los primeros dispositivos electrónicos semiconductores.;;;;;;;;x
triode;Triodes;;;;triodos;;;;;;;;x
triode_desc;A triode is an electronic amplification device having three active electrodes. The term most commonly applies to a vacuum tube (or valve in British English) with three elements: the filament or cathode, the grid, and the plate or anode. The triode vacuum tube was the first electronic amplification device, which propelled the electronics age forward,  by enabling amplified radio technology and long-distance telephony.;;;;Un triodo es un dispositivo de amplificación electrónica que tiene tres electrodos activos. El término se aplica más comúnmente a un tubo de vacío (o válvula en inglés británico) con tres elementos: el filamento o cátodo, la rejilla y la placa o ánodo. El tubo de vacío triodo fue el primer dispositivo de amplificación electrónica, que impulsó la era de la electrónica hacia adelante, al permitir la tecnología de radio amplificada y la telefonía de larga distancia.;;;;;;;;x
tetrode;Tetrodes;;;;Tetrodes;;;;;;;;x
tetrode_desc;A tetrode is an electronic device having four active electrodes. The term most commonly applies to a two-grid vacuum tube. It has the three electrodes of a triode and an additional screen grid which significantly changes its behaviour.;;;;Un tetrodo es un dispositivo electrónico que tiene cuatro electrodos activos. El término se aplica más comúnmente a un tubo de vacío de dos rejillas. Tiene los tres electrodos de un triodo y una rejilla de pantalla adicional que cambia significativamente su comportamiento.;;;;;;;;x
crystal_radio;Crystal Radio;;;;radio de cristal;;;;;;;;x
crystal_radio_desc;A crystal radio receiver, also called a crystal set or cat's whisker receiver, is a very simple radio receiver, popular in the early days of radio. It needs no battery or power source and runs on the power received from radio waves by a long wire antenna. It gets its name from its most important component, known as a crystal detector, originally made with a piece of crystalline mineral such as galena.;;;;Un receptor de radio de cristal, también llamado conjunto de cristal o receptor de bigotes de gato, es un receptor de radio muy simple, popular en los primeros días de la radio. No necesita batería ni fuente de alimentación y funciona con la energía recibida de las ondas de radio por una antena de cable largo. Recibe su nombre de su componente más importante, conocido como detector de cristal, fabricado originalmente con una pieza de mineral cristalino como la galena.;;;;;;;;x
valve_radio_sets;Valve Radio Sets;;;;Conjuntos de radio de válvulas;;;;;;;;x
valve_radio_sets_desc;With the discovery that triode valves could amplify signals it was soon noticed that they would also oscillate, a fact that was exploited in generating signals. Once the triode was established as an amplifier it made a tremendous difference to radio receiver performance as it allowed the incoming signals to be amplified. This gave significant improvements in the levels of gain that could be achieved, greatly increasing selectivity, enabling this type of receiver to outperform all other types of the era.;;;;Con el descubrimiento de que las válvulas de triodo podían amplificar las se?ales, pronto se notó que también oscilarían, un hecho que se aprovechó para generar se?ales. Una vez que el triodo se estableció como amplificador, marcó una gran diferencia en el rendimiento del receptor de radio, ya que permitió amplificar las se?ales entrantes. Esto dio mejoras significativas en los niveles de ganancia que se podían lograr, aumentando en gran medida la selectividad, lo que permitió que este tipo de receptor superara a todos los demás tipos de la época.;;;;;;;;x
carbon_transmitter;Carbon Transmitter;;;;Transmisor de carbono;;;;;;;;x
carbon_transmitter_desc;Before the proliferation of vacuum tube amplifiers in the 1920s, carbon transmitters were the only practical means of obtaining high-level audio signals, and were widely used in telephone systems. Their low cost, inherently high output and "peaked" frequency response characteristic were well suited for this application", and their use in new telephone installations continued up to the 1980s, long after they had been replaced by other types of microphones in other applications.";;;;Antes de la proliferación de los amplificadores de válvulas en la década de 1920, los transmisores de carbono eran el único medio práctico para obtener se?ales de audio de alto nivel y se usaban ampliamente en los sistemas telefónicos. Su bajo costo, salida intrínsecamente alta y respuesta de frecuencia "en pico" eran muy adecuadas para esta aplicación, y su uso en nuevas instalaciones telefónicas continuó hasta la década de 1980, mucho después de haber sido reemplazados por otros tipos de micrófonos en otras aplicaciones. ";;;;;;;;x
candlestick_telephone;Candlestick Telephone;;;;Teléfono candelabro;;;;;;;;x
candlestick_telephone_desc;The candlestick telephone is a style of telephone that was common from the late 1890s to the 1930s. Also known as a desk stand, upright, or a stick phone, it came with or without a rotary dial, and with a ringer box.;;;;El teléfono candelabro es un estilo de teléfono que fue común desde finales de la década de 1890 hasta la década de 1930. También conocido como soporte de escritorio, vertical o teléfono fijo, venía con o sin un dial giratorio y con una caja de timbre.;;;;;;;;x
bullough_n_kenworthys_lancashire_loom;Bullough and Kenworthy's Lancashire Loom;;;;Bullough y el telar de Lancashire de Kenworthy;;;;;;;;x
bullough_n_kenworthys_lancashire_loom_desc;The Lancashire Loom was invented in 1842 by James Bullough and William Kenworthy. It was a culmination of several advances made to the Roberts Power Loom from 1830, it was a semi-automatic loom with a single-stop action for changing shuttles. It incorporated an improved automatic filling process and better temples to smooth the edges of the fabric. A Lancashire Loom could increased the productivity of a weaver by a factor of twelve times compared to an existing Cartwright Loom.;;;;El telar de Lancashire fue inventado en 1842 por James Bullough y William Kenworthy. Fue la culminación de varios avances hechos al Roberts Power Loom desde 1830, era un telar semiautomático con una acción de parada única para cambiar las lanzaderas. Incorporó un proceso de relleno automático mejorado y mejores varillas para suavizar los bordes de la tela. Un telar de Lancashire podría aumentar la productividad de un tejedor en un factor de doce veces en comparación con un telar Cartwright existente.;;;;;;;;x
machine_made_steel_cans;Machine-Made Steel Cans;;;;Latas de acero hechas a máquina;;;;;;;;x
machine_made_steel_cans_desc;A cumulative process of inventions and improvements have enabled canning factories to mechanize the production of cans and replace the tinned wrought-iron used with cheap steel. These new cans were smaller and could be produced in greater quantities to meet a growing demand.;;;;Un proceso acumulativo de invenciones y mejoras ha permitido a las fábricas de conservas mecanizar la producción de latas y sustituir el hierro forjado esta?ado utilizado por acero barato. Estas nuevas latas eran más peque?as y podían producirse en mayores cantidades para satisfacer una demanda creciente.;;;;;;;;x
double_seams;Double Seams;;;;Costuras dobles;;;;;;;;x
double_seams_desc;Double Seams were invented in 1888 by Max Ams. A double seam uses advanced metal rolling techniques to create a double-edged seal between the rolled tin plate lids and the body of the can. Double Seaming provided an air-tight lid to keep micro-organisms out. It also removed the need to use solder as a sealant, thus making steel cans cheaper and faster to produce.;;;;Las costuras dobles fueron inventadas en 1888 por Max Ams. Una costura doble utiliza técnicas avanzadas de laminado de metal para crear un sello de doble filo entre las tapas de hojalata laminada y el cuerpo de la lata. Doble costura proporcionó una tapa hermética para evitar la entrada de microorganismos. También eliminó la necesidad de usar soldadura como sellador, lo que hizo que las latas de acero fueran más baratas y rápidas de producir.;;;;;;;;x
lombard_and_holts_continuous_track;Lombard and Holt's Continuous Track;;;;Pista continua de Lombard y Holt;;;;;;;;x
lombard_and_holts_continuous_track_desc;Alvin Lombard patented an effective continuous track system in 1901. This method of vehicle propulsion consisted of an interlocking band of hardened metal plates rotating around two or more wheels. Benjamin Holt acquired the patent in 1905 and began mass production. Holt later trademarked his system as Caterpillar Tracks" after soldiers likened it to the movements of a caterpillar. Holt's track system was one of the key elements in the development of construction equipment and tanks.";;;;Alvin Lombard patentó un eficaz sistema de vía continua en 1901. Este método de propulsión de vehículos consistía en una banda entrelazada de placas de metal endurecido que giraban alrededor de dos o más ruedas. Benjamin Holt adquirió la patente en 1905 y comenzó la producción en masa. Más tarde, Holt registró su sistema como orugas "después de que los soldados lo compararan con los movimientos de una oruga. El sistema de orugas de Holt fue uno de los elementos clave en el desarrollo de equipos de construcción y tanques".;;;;;;;;x
mercerization;Mercerization;;;;mercerización;;;;;;;;x
mercerization_desc;Mercerization is a chemical process developed by Englishman John Mercer in 1844. He developed a chemical treatment for cotton using sodium hydroxide. Mercerization strengthened the fibres and made them easier to dye. H.A. Lowe modernized and popularized Mercer's treatment in the 1890s, producing cotton fabric with a lustrous appearance.;;;;La mercerización es un proceso químico desarrollado por el inglés John Mercer en 1844. Desarrolló un tratamiento químico para el algodón utilizando hidróxido de sodio. La mercerización fortaleció las fibras y las hizo más fáciles de te?ir. DECIR AH. Lowe modernizó y popularizó el tratamiento de Mercer en la década de 1890, produciendo telas de algodón con una apariencia brillante.;;;;;;;;x
rosendale_cement;Rosendale Cement;;;;Cemento Rosendale;;;;;;;;x
rosendale_cement_desc;Rosendale cement generally refers to a type of natural cement that was produced in and around Rosendale,New York from argillaceous limestone,but is a term that has had different definitions at different times. The fast-setting Rosendale natural cement mortars proved to be more efficient than the mortars based on lime and sand. Because of its reputation,Rosendale Cement" has also been used as both a trade name and as a generic term referring to natural hydraulic cements produced elsewhere.;;;;El cemento de Rosendale generalmente se refiere a un tipo de cemento natural que se produjo en Rosendale y sus alrededores, Nueva York, a partir de piedra caliza arcillosa, pero es un término que ha tenido diferentes definiciones en diferentes momentos. Los morteros de cemento natural Rosendale de fraguado rápido demostraron ser más eficientes que los morteros a base de cal y arena. Debido a su reputación, "Rosendale Cement" también se ha utilizado como nombre comercial y como término genérico que se refiere a los cementos hidráulicos naturales producidos en otros lugares.;;;;;;;;x
vacuum_distillation;Vacuum Distillation;;;;Destilación al Vacío;;;;;;;;x
vacuum_distillation_desc;Vacuum distillation is a process for separating hydrocarbons using pressure. The liquid hydrocarbons are channeled into the lower portion of the distillation column at a temperature no greater than 370 degrees Celsius at an absolute pressure. The pressure in the column increases gradually from the top of the column to the bottom. The hydrocarbons evaporate and are piped out at various levels whenever the atmospheric pressure above the hydrocarbon to be distilled is lower than its vapor pressure. Vacuum distillation increases the relative volatility of the components, making the separation process quicker.;;;;La destilación al vacío es un proceso para separar hidrocarburos usando presión. Los hidrocarburos líquidos se canalizan hacia la parte inferior de la columna de destilación a una temperatura no superior a 370 grados centígrados a presión absoluta. La presión en la columna aumenta gradualmente desde la parte superior de la columna hasta el fondo. Los hidrocarburos se evaporan y se canalizan a varios niveles siempre que la presión atmosférica sobre el hidrocarburo a destilar sea inferior a su presión de vapor. La destilación al vacío aumenta la volatilidad relativa de los componentes, lo que acelera el proceso de separación.;;;;;;;;x
fractional_distillation;Fractional Distillation;;;;Destilación fraccionada;;;;;;;;x
fractional_distillation_desc;Fractional Distillation is a process of separating crude oil into various fractions of hydrocarbons. The Crude Oil is heated to a temperature between 350 and 370 degrees Celsius which causes vaporization. The gas is then fed into a fractional distillation column, which is made up of several trays and outflowing channels. As the vapour rises, it cools according to its boiling point. The fractions with high boiling points condense into the lower trays;;;;La destilación fraccionada es un proceso de separación del petróleo crudo en varias fracciones de hidrocarburos. El Petróleo Crudo se calienta a una temperatura entre 350 y 370 grados centígrados lo que provoca la vaporización. Luego, el gas se alimenta a una columna de destilación fraccionada, que se compone de varios platos y canales de salida. A medida que el vapor asciende, se enfría según su punto de ebullición. Las fracciones con puntos de ebullición altos se condensan en las bandejas inferiores;;;;;;;;x
