Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
assert_on_steppe_desc;The Major Powers chaffing at our periphery is inclining us to attempt projecting into the steppe, but who could possibly own such a vast region with land ownership? The real value is the people themselves.;;;;Las grandes potencias que se agitan en nuestra periferia nos inclinan a intentar proyectarnos en la estepa, pero ?quien podría poseer una región tan vasta con la propiedad de la tierra? El verdadero valor es la propia gente.;;;;;;;;;
enact_the_homestead_act_mexico_title;The Mexican Homestead Act;;;;Ley de Asentamientos Rurales de Mexico;;;;;;;;;
enact_the_homestead_act_mexico_desc;During this time period, there were land reforms in Mexico very similar to the United States Homestead Act.;;;;Durante este periodo de tiempo, hubo reformas agrarias en Mexico muy similares a la Homestead Act de Estados Unidos.;;;;;;;;;
double_down_in_the_balkans_title;Double Down in the Balkans;;;;Doblete en los Balcanes;;;;;;;;;
double_down_in_the_balkans_desc;For too long have the peoples of the Balkans thwarted our efforts of expansion. Let us focus all our attention to the re-education and assimilation of these barbaric peoples.;;;;Durante demasiado tiempo los pueblos de los Balcanes han frustrado nuestros esfuerzos de expansión. Centremos toda nuestra atención en la reeducación y asimilación de estos pueblos bárbaros.;;;;;;;;;
PROV3258;Benevento;;;;Benevento;;;;;;;;;
PROV3259;Avellino;;;;Avellino;;;;;;;;;
PROV3260;Rieta;;;;Rieta;;;;;;;;;
demand_concession_casus_belli_china_short;Demand $STATE$ from China;;;;Exigir $STATE$ a China;;;;;;;;;
the_homestead_act_mexico_title;The Mexican Homestead Act;;;;Ley de Asentamientos Rurales de Mexico;;;;;;;;;
the_homestead_act_mexico_desc;During this time period, there were land reforms in Mexico very similar to the United States Homestead Act.;;;;Durante este periodo de tiempo, hubo reformas agrarias en Mexico muy similares a la Homestead Act de Estados Unidos.;;;;;;;;;
policestate_modifier;The Police State;;;;Estado policial;;;;;;;;;
policestate_modifier_desc;You have an active Police State.;;;;Tiene un Estado policial activo.;;;;;;;;;
one_party_state_modifier;One Party State;;;;Estado monopartidista;;;;;;;;;
one_party_state_modifier_desc;You have an active One Party State.;;;;Tienes un Estado monopartidista activo.;;;;;;;;;
totalitarianism_modifier;Totalitarian;;;;Totalitario;;;;;;;;;
totalitarianism_modifier_desc;You have an active Totalitarianist government.;;;;Tienes un gobierno totalitario activo.;;;;;;;;;
leadership_principle_modifier;The Leadership Principle;;;;El principio de liderazgo;;;;;;;;;
leadership_principle_modifier_desc;Your people are enthralled by the Leadership Principle.;;;;Su gente está cautivada por el Principio de Liderazgo.;;;;;;;;;
ultranationalism_modifier;Ultranationalism;;;;Ultranacionalismo;;;;;;;;;
ultranationalism_modifier_desc;Your people are enthralled by Ultranationalism.;;;;Su pueblo está cautivado por el ultranacionalismo.;;;;;;;;;
collectivisation_modifier;Collectivisation;;;;Colectivización;;;;;;;;;
collectivisation_modifier_desc;Your people are enthralled by Collectivisation.;;;;Su pueblo está cautivado por la colectivización.;;;;;;;;;
classless_society_modifier;Classless Society;;;;Sociedad sin clases;;;;;;;;;
classless_society_modifier_desc;Your people have created a Classless Society.;;;;Su gente ha creado una sociedad sin clases.;;;;;;;;;
aryan;Aryan;;;;Aria;;;;;;;;;
turkic;Turkic;;;;Turca;;;;;;;;;
UNIT_BUILD_TIME_IW;$VAL$ days.;;;;$VAL$ días.;;;;;;;;x
industrial_tanneries;Industrial Tanneries;;;;Curtiembres industriales;;;;;;;;;
industrial_tanneries_desc;In the Victorian era tanneries were often close to the abattoirs and so the skins would often arrive at the tannery fresh and unsalted. With industrial levels of meat consumption, it was inevitable that the leather industry advance as well.;;;;En la epoca victoriana, las curtidurías solían estar cerca de los mataderos, por lo que las pieles solían llegar a la curtiduría frescas y sin salar. Con los niveles industriales de consumo de carne, era inevitable que la industria del cuero avanzara tambien.;;;;;;;;;
offensive_infantry_activation;Activate Offensive Infantry;;;;Activar la infantería ofensiva;;;;;;;;;
defensive_infantry_activation;Activate Defensive Infantry;;;;Activar la infantería defensiva;;;;;;;;;
offensive_artillery_activation;Activate Offensive Artillery;;;;Activar la artillería ofensiva;;;;;;;;;
defensive_artillery_activation;Activate Defensive Artillery;;;;Activar la artillería defensiva;;;;;;;;;
political_reformed_nation;Politically Liberal State;;;;Estado políticamente liberal;;;;;;;;;
political_reformed_nation_desc;Our country political reforms match every liberal demand, giving us international recognition as a truly free state.;;;;Las reformas políticas de nuestro país están a la altura de todas las exigencias liberales, lo que nos permite ser reconocidos internacionalmente como un Estado verdaderamente libre.;;;;;;;;;
